S000000001	TFC3	YAL001C|FUN24|TSV115
S000000703	RDS1	YCR106W
S000000704	AAD3	YCR107W
S000000718	SOL2	YCR073W-A|YCRX13W
S000000727	IRC22	YEL001C
S000000728	WBP1	YEL002C
S000000729	GIM4	YEL003W|PFD2
S000000730	YEA4	YEL004W
S000000731	VAB2	YEL005C|VAB31
S000000732	YEA6	YEL006W|NDT2
S000000733	MIT1	YEL007W|TOS9
S000000735	GCN4	YEL009C|AAS101|AAS3|ARG9
S000000737	GLC3	YEL011W|1,4-alpha-glucan branching enzyme|GHA1
S000000738	UBC8	YEL012W|E2 ubiquitin-conjugating protein UBC8|GID3
S000000739	VAC8	YEL013W|YEB3
S000000741	EDC3	YEL015W|DCP3|LSM16
S000000742	NPP2	YEL016C
S000000743	GTT3	YEL017W
S000000744	EAF5	YEL018W
S000000745	MMS21	YEL019C|NSE2|PSO10|SUMO ligase MMS21
S000000746	YEL020C	YEL020C|putative indolepyruvate decarboxylase family protein
S000000747	URA3	YEL021W|orotidine-5'-phosphate decarboxylase
S000000748	GEA2	YEL022W
S000000749	YEL023C	YEL023C
S000000750	RIP1	YEL024W|ubiquinol--cytochrome-c reductase catalytic subunit RIP1
S000000751	YEL025C	YEL025C|SRI1
S000000752	SNU13	YEL026W
S000000753	VMA3	YEL027W|CLS7|CUP5|GEF2
S000000755	BUD16	YEL029C|putative pyridoxal kinase BUD16
S000000756	ECM10	YEL030W|Hsp70 family ATPase ECM10|SSC3
S000000757	SPF1	YEL031W|COD1|PER9|PIO1
S000000758	MCM3	YEL032W
S000000759	MTC7	YEL033W
S000000760	HYP2	YEL034W|TIF51A|eIF-5A|eIF5A
S000000761	UTR5	YEL035C
S000000762	ANP1	YEL036C|GEM3|MNN8
S000000763	RAD23	YEL037C
S000000764	UTR4	YEL038W|putative acireductone synthase UTR4
S000000765	CYC7	YEL039C
S000000766	UTR2	YEL040W|CRH2
S000000767	YEF1	YEL041W
S000000768	GDA1	YEL042W
S000000769	YEL043W	YEL043W
S000000770	IES6	YEL044W
S000000772	GLY1	YEL046C|threonine aldolase GLY1
S000000773	FRD1	YEL047C|FRDS1
S000000774	TCA17	YEL048C
S000000775	PAU2	YEL049W
S000000776	RML2	YEL050C|mitochondrial 54S ribosomal protein RML2
S000000777	VMA8	YEL051W
S000000778	AFG1	YEL052W
S000000779	MAK10	YEL053C|NAA35
S000000780	RPL12A	YEL054C|ribosomal 60S subunit protein L12A
S000000781	POL5	YEL055C
S000000782	HAT2	YEL056W
S000000783	YEL057C	YEL057C
S000000784	PCM1	YEL058W|AGM1|phosphoacetylglucosamine mutase PCM1
S000000786	PRB1	YEL060C|CVT1
S000000787	CIN8	YEL061C|KSL2|SDS15
S000000788	NPR2	YEL062W
S000000789	CAN1	YEL063C
S000000790	AVT2	YEL064C
S000000791	SIT1	YEL065W|ARN3
S000000792	HPA3	YEL066W
S000000793	YEL067C	YEL067C
S000000794	YEL068C	YEL068C
S000000795	HXT13	YEL069C
S000000796	DSF1	YEL070W|mannitol dehydrogenase DSF1
S000000797	DLD3	YEL071W
S000000798	RMD6	YEL072W
S000000799	YEL073C	YEL073C
S000000801	YEL075C	YEL075C
S000000802	YEL076C	YEL076C
S000000803	MNN1	YER001W
S000000804	NOP16	YER002W
S000000805	PMI40	YER003C|PMI|mannose-6-phosphate isomerase PMI40
S000000806	FMP52	YER004W
S000000807	YND1	YER005W|APY1|YEJ5
S000000808	NUG1	YER006W
S000000809	PAC2	YER007W
S000000810	SEC3	YER008C|PSL1
S000000811	NTF2	YER009W
S000000812	YER010C	YER010C
S000000813	TIR1	YER011W|SRP1
S000000814	PRE1	YER012W|proteasome core particle subunit beta 4
S000000815	PRP22	YER013W
S000000816	HEM14	YER014W|oxygen-dependent protoporphyrinogen oxidase
S000000817	FAA2	YER015W|FAM1|medium-chain fatty acid-CoA ligase FAA2
S000000818	BIM1	YER016W|EB1|YEB1
S000000819	AFG3	YER017C|AAA family ATPase AFG3|YTA10
S000000820	SPC25	YER018C
S000000821	ISC1	YER019W|inositol phosphosphingolipid phospholipase
S000000822	GPA2	YER020W|SSP101
S000000823	RPN3	YER021W|SUN2|proteasome regulatory particle lid subunit RPN3
S000000824	SRB4	YER022W|MED17
S000000825	PRO3	YER023W|ORE2|pyrroline-5-carboxylate reductase
S000000826	YAT2	YER024W|carnitine O-acetyltransferase YAT2
S000000827	GCD11	YER025W|SUI4
S000000828	CHO1	YER026C|CDP-diacylglycerol-serine O-phosphatidyltransferase|PSS1
S000000829	GAL83	YER027C|SPM1
S000000830	MIG3	YER028C
S000000831	SMB1	YER029C
S000000832	CHZ1	YER030W
S000000833	YPT31	YER031C|YPT8
S000000834	FIR1	YER032W|PIP1
S000000835	ZRG8	YER033C
S000000836	YER034W	YER034W
S000000837	EDC2	YER035W
S000000838	ARB1	YER036C|ATP-binding cassette family ATPase ARB1
S000000839	PHM8	YER037W
S000000840	KRE29	YER038C|NSE6
S000000841	HVG1	YER039C|YEM9
S000000842	GLN3	YER040W
S000000843	YEN1	YER041W
S000000844	MXR1	YER042W|MSRA
S000000845	SAH1	YER043C|adenosylhomocysteinase
S000000846	ERG28	YER044C|BUD18
S000000847	ACA1	YER045C
S000000848	SPO73	YER046W
S000000849	SAP1	YER047C|putative AAA family ATPase SAP1
S000000850	CAJ1	YER048C
S000000851	TPA1	YER049W
S000000852	RSM18	YER050C|mitochondrial 37S ribosomal protein RSM18
S000000853	JHD1	YER051W
S000000854	HOM3	YER052C|BOR1|SIL4|THR3|aspartate kinase
S000000855	PIC2	YER053C
S000000856	GIP2	YER054C
S000000857	HIS1	YER055C|ATP phosphoribosyltransferase
S000000858	FCY2	YER056C|BRA7
S000000859	HMF1	YER057C|HIG1
S000000860	PET117	YER058W
S000000861	PCL6	YER059W
S000000862	FCY21	YER060W
S000000863	CEM1	YER061C|fatty acid synthase CEM1
S000000864	HOR2	YER062C|GPP2|glycerol-1-phosphatase HOR2
S000000865	THO1	YER063W
S000000866	VHR2	YER064C
S000000867	ICL1	YER065C|isocitrate lyase 1
S000000868	RRT13	YER066W
S000000869	RGI1	YER067W
S000000870	MOT2	YER068W|CCR4-NOT core ubiquitin-protein ligase subunit MOT2|NOT4|SIG1
S000000871	ARG5,6	YER069W|bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase
S000000872	RNR1	YER070W|CRT7|RIR1|SDS12|ribonucleotide-diphosphate reductase subunit RNR1
S000000873	TDA2	YER071C
S000000874	VTC1	YER072W|NRF1|PHM4
S000000875	ALD5	YER073W|aldehyde dehydrogenase (NAD(P)(+)) ALD5
S000000876	RPS24A	YER074W|RPS24EA|ribosomal 40S subunit protein S24A
S000000877	PTP3	YER075C
S000000878	YER076C	YER076C
S000000879	YER077C	YER077C
S000000880	ICP55	YER078C
S000000881	YER079W	YER079W
S000000882	AIM9	YER080W|FMP29
S000000883	SER3	YER081W|phosphoglycerate dehydrogenase SER3
S000000884	UTP7	YER082C|KRE31
S000000885	GET2	YER083C|HUR2|RMD7
S000000886	YER084W	YER084W
S000000887	YER085C	YER085C
S000000888	ILV1	YER086W|ISO1|threonine ammonia-lyase ILV1
S000000889	AIM10	YER087W|putative proline--tRNA ligase AIM10
S000000890	DOT6	YER088C|PBF2
S000000891	PTC2	YER089C
S000000892	TRP2	YER090W|anthranilate synthase TRP2
S000000893	MET6	YER091C|5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
S000000894	IES5	YER092W
S000000895	TSC11	YER093C|AVO3
S000000896	PUP3	YER094C|SCS32|proteasome core particle subunit beta 3
S000000897	RAD51	YER095W|MUT5|recombinase RAD51
S000000898	SHC1	YER096W
S000000900	UBP9	YER098W
S000000901	PRS2	YER099C|ribose phosphate diphosphokinase subunit PRS2
S000000902	UBC6	YER100W|DOA2|E2 ubiquitin-conjugating protein UBC6
S000000903	AST2	YER101C
S000000904	RPS8B	YER102W|ribosomal 40S subunit protein S8B
S000000905	SSA4	YER103W|Hsp70 family chaperone SSA4|YG107
S000000906	RTT105	YER104W
S000000907	NUP157	YER105C
S000000908	MAM1	YER106W
S000000909	GLE2	YER107C|RAE1
S000000911	FLO8	YER109C|PHD5|STA10|YER108C
S000000912	KAP123	YER110C|YRB4
S000000913	SWI4	YER111C|ART1
S000000914	LSM4	YER112W|SDB23|USS1
S000000915	TMN3	YER113C
S000000916	BOI2	YER114C|BEB1
S000000917	SPR6	YER115C
S000000918	SLX8	YER116C|SUMO-targeted ubiquitin ligase complex subunit SLX8
S000000919	RPL23B	YER117W|ribosomal 60S subunit protein L23B
S000000920	SHO1	YER118C|SSU81
S000000921	AVT6	YER119C
S000000922	SCS2	YER120W
S000000923	YER121W	YER121W
S000000924	GLO3	YER122C
S000000925	YCK3	YER123W|CKI3
S000000926	DSE1	YER124C
S000000927	RSP5	YER125W|MDP1|MUT2|NEDD4 family E3 ubiquitin-protein ligase|NPI1|SMM1|UBY1
S000000928	NSA2	YER126C
S000000929	LCP5	YER127W
S000000930	VFA1	YER128W
S000000931	SAK1	YER129W|PAK1
S000000932	YER130C	YER130C
S000000933	RPS26B	YER131W|ribosomal 40S subunit protein S26B
S000000934	PMD1	YER132C
S000000935	GLC7	YER133W|CID1|DIS2|DIS2S1|PP1
S000000936	YER134C	YER134C
S000000938	GDI1	YER136W|SEC19
S000000939	YER137C	YER137C
S000000940	YER138C	YER138C|gag-pol fusion protein
S000000941	RTR1	YER139C
S000000942	EMP65	YER140W
S000000943	COX15	YER141W
S000000944	MAG1	YER142C|MMS5
S000000945	DDI1	YER143W|VSM1
S000000946	UBP5	YER144C
S000000947	FTR1	YER145C
S000000948	LSM5	YER146W
S000000949	SCC4	YER147C
S000000950	SPT15	YER148W|BTF1|TBP1
S000000951	PEA2	YER149C|DFG9|PPF2
S000000952	SPI1	YER150W
S000000953	UBP3	YER151C|BLM3
S000000954	YER152C	YER152C|2-aminoadipate transaminase
S000000955	PET122	YER153C
S000000956	OXA1	YER154W|PET1402
S000000957	BEM2	YER155C|IPL2|SUP9|TSL1
S000000958	YER156C	YER156C
S000000959	COG3	YER157W|GRD20|SEC34
S000000960	YER158C	YER158C
S000000961	BUR6	YER159C|NCB1
S000000962	YER160C	YER160C|gag-pol fusion protein
S000000963	SPT2	YER161C|EXA1|SIN1
S000000964	RAD4	YER162C
S000000965	GCG1	YER163C
S000000966	CHD1	YER164W
S000000967	PAB1	YER165W
S000000968	DNF1	YER166W|aminophospholipid-translocating P4-type ATPase DNF1
S000000969	BCK2	YER167W|CTR7
S000000970	CCA1	YER168C|TNT1
S000000971	RPH1	YER169W
S000000972	ADK2	YER170W|AKY3|PAK3|adenylate kinase ADK2
S000000973	RAD3	YER171W|REM1
S000000974	BRR2	YER172C|PRP44|RSS1|SLT22|SNU246
S000000975	RAD24	YER173W|RS1
S000000976	GRX4	YER174C
S000000977	TMT1	YER175C|TAM1
S000000978	ECM32	YER176W|HEL1|MTT1
S000000979	BMH1	YER177W|APR6
S000000980	PDA1	YER178W|pyruvate dehydrogenase (acetyl-transferring) subunit E1 alpha
S000000981	DMC1	YER179W|ISC2
S000000982	ISC10	YER180C
S000000984	FMP10	YER182W
S000000985	FAU1	YER183C|5-formyltetrahydrofolate cyclo-ligase
S000000986	YER184C	YER184C
S000000987	PUG1	YER185W
S000000988	YER186C	YER186C
S000000989	YER187W	YER187W
S000000991	YER189W	YER189W
S000000992	YRF1-2	YER190W|Y' element ATP-dependent helicase protein 1 copy 2|YRF1
S000000993	RPL14B	YHL001W|ribosomal 60S subunit protein L14B
S000000994	HSE1	YHL002W
S000000995	LAG1	YHL003C|sphingosine N-acyltransferase LAG1
S000000996	MRP4	YHL004W|mitochondrial 37S ribosomal protein MRP4
S000000998	SHU1	YHL006C
S000000999	STE20	YHL007C
S000001000	YHL008C	YHL008C
S000001001	YAP3	YHL009C
S000001002	ETP1	YHL010C|BRP2
S000001003	PRS3	YHL011C|ribose phosphate diphosphokinase subunit PRS3
S000001004	YHL012W	YHL012W|UTP--glucose-1-phosphate uridylyltransferase
S000001005	OTU2	YHL013C
S000001006	YLF2	YHL014C|YLF1
S000001007	RPS20	YHL015W|URP2|ribosomal 40S subunit protein S20
S000001008	DUR3	YHL016C
S000001009	YHL017W	YHL017W
S000001010	YHL018W	YHL018W|4a-hydroxytetrahydrobiopterin dehydratase
S000001011	APM2	YHL019C
S000001012	OPI1	YHL020C
S000001013	AIM17	YHL021C|FMP12
S000001014	SPO11	YHL022C
S000001015	NPR3	YHL023C|RMD11
S000001016	RIM4	YHL024W
S000001017	SNF6	YHL025W
S000001018	YHL026C	YHL026C
S000001019	RIM101	YHL027W|RIM1
S000001020	WSC4	YHL028W|YFW1|YHC8
S000001021	OCA5	YHL029C
S000001022	ECM29	YHL030W
S000001023	GOS1	YHL031C
S000001024	GUT1	YHL032C|glycerol kinase
S000001025	RPL8A	YHL033C|MAK7|ribosomal 60S subunit protein L8A
S000001026	SBP1	YHL034C|SSB1|SSBR1
S000001027	VMR1	YHL035C|putative ATP-binding cassette multidrug transporter VMR1
S000001028	MUP3	YHL036W
S000001030	CBP2	YHL038C
S000001031	EFM1	YHL039W
S000001032	ARN1	YHL040C
S000001034	YHL042W	YHL042W
S000001035	ECM34	YHL043W
S000001036	YHL044W	YHL044W
S000001038	PAU13	YHL046C
S000001039	ARN2	YHL047C|TAF1
S000001040	COS8	YHL048W
S000001041	YHL049C	YHL049C
S000001042	YHL050C	YHL050C
S000001043	OSH7	YHR001W
S000001044	LEU5	YHR002W
S000001045	TCD1	YHR003C
S000001046	NEM1	YHR004C
S000001047	GPA1	YHR005C|CDC70|DAC1|SCG1
S000001048	STP2	YHR006W
S000001049	ERG11	YHR007C|CYP51|sterol 14-demethylase
S000001050	SOD2	YHR008C|superoxide dismutase SOD2
S000001051	TDA3	YHR009C|BTN3
S000001052	RPL27A	YHR010W|RPL27|ribosomal 60S subunit protein L27A
S000001053	DIA4	YHR011W|putative serine--tRNA ligase DIA4
S000001054	VPS29	YHR012W|PEP11|VPT6
S000001055	ARD1	YHR013C|NAA10
S000001056	SPO13	YHR014W
S000001057	MIP6	YHR015W
S000001058	YSC84	YHR016C|LSB4
S000001059	YSC83	YHR017W
S000001060	ARG4	YHR018C|argininosuccinate lyase ARG4
S000001061	DED81	YHR019C|asparagine--tRNA ligase DED81
S000001062	YHR020W	YHR020W|proline--tRNA ligase
S000001063	RPS27B	YHR021C|ribosomal 40S subunit protein S27B
S000001064	YHR022C	YHR022C
S000001065	MYO1	YHR023W|myosin 1
S000001066	MAS2	YHR024C|MIF2
S000001067	THR1	YHR025W|homoserine kinase
S000001068	VMA16	YHR026W|PPA1
S000001069	RPN1	YHR027C|HRD2|NAS1|proteasome regulatory particle base subunit RPN1
S000001070	DAP2	YHR028C|DPP2
S000001071	YHI9	YHR029C
S000001072	SLT2	YHR030C|BYC2|LYT2|MPK1|SLK2
S000001073	RRM3	YHR031C|RTT104
S000001074	ERC1	YHR032W
S000001075	YHR033W	YHR033W|putative glutamate 5-kinase
S000001076	PIH1	YHR034C|NOP17
S000001077	YHR035W	YHR035W
S000001078	BRL1	YHR036W
S000001079	PUT2	YHR037W|1-pyrroline-5-carboxylate dehydrogenase
S000001080	RRF1	YHR038W|FIL1|KIM4
S000001081	MSC7	YHR039C
S000001082	BCD1	YHR040W
S000001083	SRB2	YHR041C|HRS2|MED20
S000001084	NCP1	YHR042W|CPR1
S000001085	DOG2	YHR043C
S000001086	DOG1	YHR044C
S000001087	YHR045W	YHR045W
S000001088	INM1	YHR046C|inositol monophosphate 1-phosphatase INM1
S000001089	AAP1	YHR047C|AAP1'
S000001090	YHK8	YHR048W
S000001091	FSH1	YHR049W
S000001092	SMF2	YHR050W|divalent metal ion transporter SMF2
S000001093	COX6	YHR051W|cytochrome c oxidase subunit VI
S000001094	CIC1	YHR052W|NSA3
S000001095	CUP1-1	YHR053C|CUP1
S000001096	YHR054C	YHR054C
S000001097	CUP1-2	YHR055C|CUP1
S000001098	RSC30	YHR056C
S000001099	CPR2	YHR057C|CYP2|peptidylprolyl isomerase CPR2
S000001100	MED6	YHR058C
S000001101	FYV4	YHR059W
S000001102	VMA22	YHR060W|CEV1|VPH6
S000001103	GIC1	YHR061C
S000001104	RPP1	YHR062C
S000001105	PAN5	YHR063C|2-dehydropantoate 2-reductase PAN5
S000001106	SSZ1	YHR064C|PDR13
S000001107	RRP3	YHR065C|RNA-dependent ATPase RRP3
S000001108	SSF1	YHR066W
S000001109	HTD2	YHR067W|RMD12|hydroxyacyl-thioester dehydratase HTD2
S000001110	DYS1	YHR068W
S000001111	RRP4	YHR069C
S000001112	TRM5	YHR070W
S000001113	PCL5	YHR071W
S000001114	ERG7	YHR072W|lanosterol synthase ERG7
S000001115	OSH3	YHR073W
S000001116	QNS1	YHR074W|glutamine-dependent NAD(+) synthetase
S000001117	PPE1	YHR075C|MRPS2|carboxylesterase-mitochondrial 37S ribosomal protein YmS2
S000001118	PTC7	YHR076W
S000001119	NMD2	YHR077C|IFS1|SUA1|SUP111|UPF2
S000001120	YHR078W	YHR078W
S000001121	IRE1	YHR079C|ERN1
S000001122	YHR080C	YHR080C
S000001123	LRP1	YHR081W|RRP47|YC1D
S000001124	KSP1	YHR082C
S000001125	SAM35	YHR083W|FMP20|TOB38|TOM38
S000001126	STE12	YHR084W
S000001127	IPI1	YHR085W
S000001128	NAM8	YHR086W|MRE2|MUD15
S000001129	RTC3	YHR087W|HGI1
S000001130	RPF1	YHR088W
S000001131	GAR1	YHR089C
S000001132	YNG2	YHR090C|EAF4|NBN1
S000001133	MSR1	YHR091C|arginine--tRNA ligase MSR1
S000001134	HXT4	YHR092C|LGT1|RAG1
S000001136	HXT1	YHR094C|HOR4
S000001138	HXT5	YHR096C
S000001139	YHR097C	YHR097C
S000001140	SFB3	YHR098C|LST1
S000001141	TRA1	YHR099W
S000001142	GEP4	YHR100C
S000001143	BIG1	YHR101C
S000001144	KIC1	YHR102W|NRK1
S000001145	SBE22	YHR103W
S000001146	GRE3	YHR104W|trifunctional aldehyde reductase/xylose reductase/glucose 1-dehydrogenase (NADP(+))
S000001147	YPT35	YHR105W
S000001148	TRR2	YHR106W|thioredoxin-disulfide reductase TRR2
S000001149	CDC12	YHR107C|CLA10|PSL7|septin CDC12
S000001150	GGA2	YHR108W
S000001151	CTM1	YHR109W
S000001152	ERP5	YHR110W
S000001153	UBA4	YHR111W|YHR1
S000001154	YHR112C	YHR112C|putative cystathionine beta-lyase
S000001155	APE4	YHR113W
S000001156	BZZ1	YHR114W|LSB7
S000001157	DMA1	YHR115C|CHF1|ubiquitin-conjugating protein DMA1
S000001158	COX23	YHR116W
S000001159	TOM71	YHR117W|TOM72
S000001160	ORC6	YHR118C|origin recognition complex subunit 6
S000001161	SET1	YHR119W|YTX1
S000001162	MSH1	YHR120W|mismatch repair ATPase MSH1
S000001163	LSM12	YHR121W
S000001164	CIA2	YHR122W
S000001165	EPT1	YHR123W|bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase
S000001166	NDT80	YHR124W
S000001168	ANS1	YHR126C
S000001169	YHR127W	YHR127W|HSN1
S000001170	FUR1	YHR128W|uracil phosphoribosyltransferase
S000001171	ARP1	YHR129C|ACT5|actin-related protein 1
S000001173	YHR131C	YHR131C
S000001174	ECM14	YHR132C
S000001175	NSG1	YHR133C
S000001176	WSS1	YHR134W
S000001177	YCK1	YHR135C|CKI2
S000001178	SPL2	YHR136C
S000001179	ARO9	YHR137W|aromatic-amino-acid:2-oxoglutarate transaminase
S000001180	YHR138C	YHR138C
S000001181	SPS100	YHR139C
S000001182	YHR140W	YHR140W
S000001183	RPL42B	YHR141C|MAK18|ribosomal 60S subunit protein L42B
S000001184	CHS7	YHR142W
S000001185	RPC10	YHR143W-A|RPB12
S000001186	DSE2	YHR143W
S000001187	DCD1	YHR144C
S000001189	CRP1	YHR146W
S000001190	MRPL6	YHR147C|mitochondrial 54S ribosomal protein YmL16
S000001191	IMP3	YHR148W
S000001192	SKG6	YHR149C
S000001193	PEX28	YHR150W
S000001194	MTC6	YHR151C
S000001195	SPO12	YHR152W
S000001196	SPO16	YHR153C
S000001197	RTT107	YHR154W|ESC4
S000001198	YSP1	YHR155W
S000001199	LIN1	YHR156C|SNU40
S000001200	REC104	YHR157W
S000001201	KEL1	YHR158C
S000001202	TDA11	YHR159W
S000001203	PEX18	YHR160C
S000001204	YAP1801	YHR161C
S000001205	MPC2	YHR162W
S000001206	SOL3	YHR163W|6-phosphogluconolactonase SOL3
S000001207	DNA2	YHR164C|WEB2
S000001208	PRP8	YHR165C|DBF3|DNA39|RNA8|SLT21|USA2
S000001209	CDC23	YHR166C|anaphase promoting complex subunit CDC23
S000001210	THP2	YHR167W
S000001211	MTG2	YHR168W
S000001212	DBP8	YHR169W|ATP-dependent RNA helicase DBP8
S000001213	NMD3	YHR170W|SRC5
S000001214	ATG7	YHR171W|APG11|APG7|CVT2
S000001215	SPC97	YHR172W
S000001216	YHR173C	YHR173C
S000001217	ENO2	YHR174W|phosphopyruvate hydratase ENO2
S000001218	CTR2	YHR175W
S000001219	FMO1	YHR176W
S000001220	YHR177W	YHR177W|GON3
S000001221	STB5	YHR178W
S000001222	OYE2	YHR179W
S000001224	SVP26	YHR181W|ERV26
S000001225	YHR182W	YHR182W
S000001226	GND1	YHR183W|phosphogluconate dehydrogenase (decarboxylating) GND1
S000001227	SSP1	YHR184W|SPO3
S000001228	PFS1	YHR185C|ADY1
S000001229	KOG1	YHR186C|LAS24
S000001230	IKI1	YHR187W|ELP5|Elongator subunit IKI1|HAP2|TOT5
S000001231	GPI16	YHR188C
S000001232	PTH1	YHR189W|PTH
S000001233	ERG9	YHR190W|bifunctional farnesyl-diphosphate farnesyltransferase/squalene synthase
S000001234	CTF8	YHR191C
S000001235	LNP1	YHR192W
S000001236	EGD2	YHR193C
S000001237	MDM31	YHR194W
S000001238	NVJ1	YHR195W|VAB36
S000001239	UTP9	YHR196W
S000001240	RIX1	YHR197W|IPI2
S000001241	AIM18	YHR198C|FMP22
S000001242	AIM46	YHR199C|FMP34
S000001243	RPN10	YHR200W|MCB1|SUN1|proteasome regulatory particle base subunit RPN10
S000001244	PPX1	YHR201C
S000001245	YHR202W	YHR202W
S000001246	RPS4B	YHR203C|ribosomal 40S subunit protein S4B
S000001247	MNL1	YHR204W|HTM1
S000001248	SCH9	YHR205W|HRM2|KOM1
S000001249	SKN7	YHR206W|BRY1|POS9
S000001250	SET5	YHR207C
S000001251	BAT1	YHR208W|ECA39|TWT1|branched-chain-amino-acid transaminase BAT1
S000001252	CRG1	YHR209W
S000001253	YHR210C	YHR210C|aldose 1-epimerase superfamily protein
S000001254	FLO5	YHR211W
S000001256	YHR213W	YHR213W
S000001257	YHR214W	YHR214W
S000001258	PHO12	YHR215W|PHO10
S000001259	IMD2	YHR216W|IMP dehydrogenase IMD2|PUR5
S000001261	YHR218W	YHR218W
S000001262	YHR219W	YHR219W
S000001263	YIL001W	YIL001W
S000001264	INP51	YIL002C|SJL1|phosphoinositide 5-phosphatase INP51
S000001265	CFD1	YIL003W|DRE3
S000001266	BET1	YIL004C|SLY12
S000001267	EPS1	YIL005W|protein disulfide isomerase EPS1
S000001268	YIA6	YIL006W|NDT1
S000001269	NAS2	YIL007C
S000001270	URM1	YIL008W|ubiquitin-related modifier URM1
S000001271	FAA3	YIL009W|long-chain fatty acid-CoA ligase FAA3
S000001272	DOT5	YIL010W
S000001273	TIR3	YIL011W|YIB1
S000001275	PDR11	YIL013C|ATP-binding cassette multidrug transporter PDR11
S000001276	MNT3	YIL014W
S000001277	BAR1	YIL015W|SST1
S000001278	SNL1	YIL016W
S000001279	VID28	YIL017C|GID5|YIL017W|glucose-induced degradation complex subunit VID28
S000001280	RPL2B	YIL018W|LOT2|RPL5A|ribosomal 60S subunit protein L2B
S000001281	FAF1	YIL019W
S000001282	HIS6	YIL020C|1-(5-phosphoribosyl)-5- ((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase HIS6
S000001283	RPB3	YIL021W
S000001284	TIM44	YIL022W|ISP45|MIM44|MPI1
S000001285	YKE4	YIL023C|Zn(2+) transporter YKE4
S000001286	YIL024C	YIL024C
S000001288	IRR1	YIL026C|SCC3
S000001289	EMC5	YIL027C|KRE27
S000001291	YIL029C	YIL029C
S000001292	SSM4	YIL030C|DOA10|E3 ubiquitin-protein ligase SSM4|KIS3
S000001293	ULP2	YIL031W|SMT4
S000001295	BCY1	YIL033C|SRA1
S000001296	CAP2	YIL034C
S000001297	CKA1	YIL035C
S000001298	CST6	YIL036W|ACA2|SHF1
S000001299	PRM2	YIL037C
S000001300	NOT3	YIL038C|CCR4-NOT core subunit NOT3
S000001301	TED1	YIL039W
S000001302	APQ12	YIL040W
S000001303	GVP36	YIL041W
S000001304	PKP1	YIL042C
S000001305	CBR1	YIL043C|CBR5
S000001306	AGE2	YIL044C|SAT2
S000001307	PIG2	YIL045W
S000001308	MET30	YIL046W|ZRG11
S000001309	SYG1	YIL047C
S000001310	NEO1	YIL048W|putative aminophospholipid-translocating P4-type ATPase NEO1
S000001311	DFG10	YIL049W
S000001312	PCL7	YIL050W
S000001313	MMF1	YIL051C|IBM1
S000001314	RPL34B	YIL052C|ribosomal 60S subunit protein L34B
S000001315	RHR2	YIL053W|GPP1|glycerol-1-phosphatase RHR2
S000001316	YIL054W	YIL054W
S000001317	YIL055C	YIL055C
S000001318	VHR1	YIL056W
S000001319	RGI2	YIL057C
S000001322	YIL060W	YIL060W
S000001323	SNP1	YIL061C
S000001324	ARC15	YIL062C
S000001325	YRB2	YIL063C
S000001326	SEE1	YIL064W
S000001327	FIS1	YIL065C|MDV2
S000001328	RNR3	YIL066C|DIN1|RIR3|ribonucleotide-diphosphate reductase subunit RNR3
S000001329	YIL067C	YIL067C
S000001330	SEC6	YIL068C
S000001331	RPS24B	YIL069C|RPS24EB|ribosomal 40S subunit protein S24B
S000001332	MAM33	YIL070C
S000001333	PCI8	YIL071C|CSN11|YIH1|YIL071W
S000001334	HOP1	YIL072W
S000001335	SPO22	YIL073C|ZIP4
S000001336	SER33	YIL074C|phosphoglycerate dehydrogenase SER33
S000001337	RPN2	YIL075C|SEN3|proteasome regulatory particle base subunit RPN2
S000001338	SEC28	YIL076W|ANU2
S000001339	YIL077C	YIL077C
S000001340	THS1	YIL078W|threonine--tRNA ligase THS1
S000001341	AIR1	YIL079C
S000001342	YIL080W	YIL080W
S000001345	CAB2	YIL083C|phosphopantothenate--cysteine ligase CAB2
S000001346	SDS3	YIL084C
S000001347	KTR7	YIL085C
S000001349	AIM19	YIL087C|LRC2
S000001350	AVT7	YIL088C
S000001351	YIL089W	YIL089W
S000001352	ICE2	YIL090W
S000001353	UTP25	YIL091C
S000001354	YIL092W	YIL092W
S000001355	RSM25	YIL093C|mitochondrial 37S ribosomal protein RSM25
S000001356	LYS12	YIL094C|LYS10|LYS11|homoisocitrate dehydrogenase
S000001357	PRK1	YIL095W|PAK1
S000001358	YIL096C	YIL096C
S000001359	FYV10	YIL097W|GID9|glucose-induced degradation complex subunit FYV10
S000001360	FMC1	YIL098C
S000001361	SGA1	YIL099W|glucan 1,4-alpha-glucosidase
S000001363	XBP1	YIL101C
S000001364	YIL102C	YIL102C
S000001365	DPH1	YIL103W|KIF48
S000001366	SHQ1	YIL104C
S000001367	SLM1	YIL105C|LIT2
S000001368	MOB1	YIL106W
S000001369	PFK26	YIL107C
S000001370	YIL108W	YIL108W|putative metalloendopeptidase
S000001371	SEC24	YIL109C|ANU1
S000001372	HPM1	YIL110W|MNI1
S000001373	COX5B	YIL111W|cytochrome c oxidase subunit Vb
S000001374	HOS4	YIL112W
S000001375	SDP1	YIL113W
S000001376	POR2	YIL114C|YVDAC2
